UNITID,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC
182564,1,1,0,1,1,1,0,1,2
182634,1,1,0,1,1,1,0,1,1
182652,0,0,-2,1,0,0,0,1,-2
182670,0,0,0,1,1,1,0,1,1
182704,0,0,-2,0,0,0,0,1,-2
182722,0,0,-2,0,0,0,0,1,-2
182795,1,1,1,1,1,1,0,1,1
182829,0,0,0,1,1,1,0,1,2
182892,0,0,-2,0,0,0,0,1,-2
182917,0,0,0,0,0,1,0,1,2
182953,0,0,-2,1,1,0,0,1,-2
182980,1,1,1,1,1,1,0,1,1
182999,0,0,-2,1,0,0,0,1,-2
183026,1,1,1,1,1,1,0,1,1
183035,0,0,-2,1,0,1,0,1,-2
183044,1,1,1,1,1,1,0,1,1
183062,1,1,1,1,1,1,0,1,1
183071,1,1,0,1,1,1,0,1,2
183080,1,1,1,1,1,1,0,1,1
183099,1,1,1,1,1,1,0,1,1
183105,1,1,1,1,1,1,0,1,2
183114,1,1,0,1,1,1,0,1,2
183123,1,1,0,1,1,1,0,1,2
183132,1,1,0,1,1,1,0,1,2
183141,1,1,0,1,1,1,0,1,2
183150,1,1,1,1,1,1,0,1,1
183202,0,0,-2,1,0,1,1,1,-2
183211,1,1,1,1,1,1,0,1,1
183239,1,1,1,1,1,1,0,1,1
183248,0,1,0,1,0,1,0,1,2
183257,1,1,1,1,1,0,0,1,2
183275,0,0,0,1,1,1,0,1,2
183327,-2,-2,-2,-2,-2,-2,-2,-2,-2
183488,0,0,0,1,1,1,1,1,2
183600,1,1,0,1,0,1,0,0,2
183655,1,1,0,1,1,1,0,1,1
183725,0,0,-2,1,1,1,0,1,-2
183743,1,1,0,1,1,1,0,1,1
183789,1,1,0,1,1,1,1,1,1
183804,0,0,0,1,0,1,0,1,2
183822,1,1,1,1,1,1,0,1,1
183859,1,1,0,1,1,1,0,1,1
183877,1,1,0,1,1,1,0,1,2
183910,1,1,1,1,1,1,0,1,1
183938,1,1,0,1,1,1,0,1,1
183974,1,1,1,1,1,1,0,1,1
183983,0,0,-2,1,1,0,1,1,-2
184056,0,0,-2,1,1,1,1,1,-2
184092,0,0,-2,1,0,0,1,1,-2
184180,1,1,1,1,1,1,0,0,1
184205,1,1,0,1,1,1,0,1,1
184278,0,0,-2,0,0,1,0,0,-2
184348,1,1,1,1,1,1,0,1,1
184427,0,0,-2,1,1,1,1,1,-2
184481,1,1,0,1,1,1,0,1,1
184506,0,0,-2,1,1,0,0,1,-2
184603,1,1,1,1,1,1,0,1,1
184612,1,1,1,1,1,1,0,1,1
184694,1,1,1,1,1,1,0,1,1
184746,0,0,-2,1,0,1,0,1,-2
184773,1,1,1,1,1,1,0,1,1
184782,1,1,1,1,1,1,0,1,1
184791,1,1,0,1,1,1,0,1,1
184816,0,0,-2,1,1,0,0,1,-2
184959,0,0,0,1,1,1,1,1,2
184968,0,0,-2,1,1,1,1,1,-2
184995,1,1,1,1,1,1,0,1,2
185129,1,1,1,1,1,1,0,1,1
185174,0,0,-2,1,1,1,0,1,-2
185262,1,1,1,1,1,1,0,1,1
185396,0,0,-2,1,1,1,1,1,-2
185466,0,0,-2,1,0,0,0,1,-2
185509,1,1,0,1,1,1,0,1,1
185536,1,1,0,1,1,1,0,1,1
185572,1,1,1,1,1,1,0,1,1
185590,1,1,1,1,1,1,0,1,1
185679,1,1,-2,1,0,0,0,1,-2
185721,0,0,0,1,1,1,1,1,2
185758,0,0,0,1,1,1,0,1,2
185767,0,0,-2,0,0,0,0,1,-2
185828,1,1,1,1,1,1,0,1,1
185873,1,1,0,1,1,1,0,1,1
185970,0,0,-2,1,1,0,0,1,-2
186016,0,0,-2,1,0,1,0,1,-2
186034,1,1,0,1,1,1,0,1,1
186052,0,1,-2,1,1,1,0,1,-2
186122,0,0,0,1,1,1,0,1,2
186131,0,1,1,1,1,1,0,1,1
186186,0,0,0,1,0,1,0,1,2
186201,1,1,1,1,1,1,0,1,1
186274,0,0,-2,0,0,0,0,1,-2
186283,1,1,1,1,1,1,0,1,1
186371,1,1,1,1,1,1,0,1,1
186380,1,1,1,1,1,1,0,1,1
186399,1,1,1,1,1,1,0,1,1
186405,1,1,-2,1,0,1,0,1,-2
186423,0,1,-2,1,1,1,0,1,-2
186432,1,1,1,1,1,1,0,1,1
186469,1,1,0,1,0,1,0,1,1
186584,1,1,1,1,1,1,0,1,1
186593,0,0,-2,1,1,1,0,1,-2
186618,1,1,1,1,1,1,0,1,1
186645,1,1,1,1,1,1,0,1,1
186867,1,1,0,1,1,1,0,1,1
186876,1,1,1,1,1,1,0,1,1
186900,0,0,0,1,0,1,0,1,2
187000,0,0,-2,1,1,1,0,1,-2
187046,0,1,0,1,0,0,0,0,2
187134,1,1,1,1,1,1,0,1,1
187198,1,1,0,1,1,1,0,1,1
187444,1,1,1,1,1,1,0,1,1
187505,0,0,-2,1,1,1,0,1,-2
187532,1,1,1,1,1,1,0,1,2
187596,1,0,1,1,1,1,0,1,1
187620,1,1,0,1,1,1,0,0,2
187639,1,1,0,1,1,1,0,1,2
187648,1,1,1,1,1,1,0,1,1
187666,1,1,1,1,1,1,0,1,2
187745,1,1,0,1,1,1,0,1,2
187897,1,1,1,1,1,1,0,1,1
187903,1,1,1,1,1,1,0,1,1
187912,1,1,0,1,0,1,0,1,1
187958,1,1,0,1,1,1,0,1,2
187967,1,1,1,1,1,1,0,0,2
187976,1,1,0,1,1,1,0,1,2
187985,1,1,1,1,1,1,0,1,1
187994,1,1,0,1,1,1,0,1,2
188003,1,1,0,1,1,1,0,0,2
188021,1,1,0,1,1,1,0,0,2
188030,1,1,1,1,1,1,0,1,1
188049,1,1,0,1,1,1,0,1,2
188058,1,1,1,1,1,1,0,1,1
188100,1,1,1,1,1,1,0,1,2
188137,1,1,1,1,1,1,0,1,2
188182,1,1,1,1,1,1,0,1,1
188207,0,0,0,1,0,1,0,1,2
188216,0,1,0,0,0,1,0,0,2
188225,1,1,0,1,1,1,0,1,2
188261,1,1,0,1,1,1,0,1,1
188289,0,0,-2,0,0,0,0,1,-2
188304,1,1,1,1,1,1,0,1,1
188340,1,1,0,1,1,1,0,1,1
188429,1,1,1,1,1,1,0,1,1
188438,1,1,0,1,1,1,0,1,1
188517,1,1,0,1,1,1,0,1,1
188526,1,1,0,1,1,1,0,1,1
188535,0,0,0,1,1,1,0,1,2
188580,0,0,0,1,1,1,0,1,2
188641,1,1,1,1,1,1,1,1,1
188650,0,0,-2,1,1,1,0,1,-2
188669,0,0,-2,1,0,0,0,0,-2
188678,0,0,0,1,1,1,0,1,2
188687,0,0,0,0,0,1,0,0,2
188696,0,0,-2,1,1,0,0,1,-2
188854,1,1,0,0,0,1,0,1,2
188890,0,0,-2,1,1,1,0,1,-2
188915,1,1,0,1,0,1,0,0,2
188942,0,0,0,1,1,1,0,1,2
189015,0,0,1,1,1,1,0,1,2
189088,1,1,1,1,1,1,0,1,1
189097,0,1,1,1,1,1,0,1,1
189219,0,0,-2,1,0,0,0,1,-2
189228,1,1,0,1,1,1,1,1,1
189255,0,0,-2,1,1,1,0,1,-2
189273,0,0,0,1,0,1,0,1,2
189282,0,1,0,1,1,1,0,1,2
189404,0,0,-2,0,0,1,0,1,-2
189413,0,1,1,1,0,1,0,1,2
189468,0,0,-2,0,0,1,0,1,-2
189477,0,0,-2,1,0,0,0,1,-2
189501,0,0,0,1,1,1,0,1,2
189547,1,1,0,1,1,1,0,1,1
189565,1,1,0,1,1,1,0,1,1
189583,1,1,0,1,1,1,0,1,1
189592,1,1,0,1,1,1,0,1,1
189705,1,1,1,1,1,1,0,1,1
189714,0,0,-2,1,0,0,0,0,-2
189811,1,1,0,1,1,1,0,1,2
189839,1,1,1,1,1,1,0,1,1
189848,1,1,1,1,1,1,0,1,1
189857,0,0,0,1,0,1,0,1,2
189981,0,0,0,1,0,1,0,1,2
189990,0,0,-2,1,0,1,0,1,-2
190008,0,0,-2,1,0,1,0,1,-2
190035,-2,-2,-2,-2,-2,-2,-2,-2,-2
190044,1,1,0,1,1,1,0,1,1
190053,1,1,0,1,1,1,0,1,1
190071,1,1,0,1,0,1,0,1,2
190080,0,0,0,0,0,1,0,1,2
190099,1,1,1,1,1,1,0,1,1
190114,0,0,1,1,1,1,1,1,2
190150,0,1,0,1,1,1,0,1,1
190169,1,1,0,1,1,1,0,1,1
190239,0,0,-2,1,1,0,0,1,-2
190248,1,1,1,1,1,1,0,1,1
190318,0,0,-2,0,0,1,0,1,-2
190372,0,1,0,1,1,1,0,1,2
190415,0,1,0,1,1,1,0,0,1
190424,0,0,0,1,1,1,0,1,2
190442,1,1,0,1,1,1,0,1,1
190451,1,1,0,1,1,1,0,1,2
190503,1,1,0,1,1,1,0,1,2
190512,1,1,0,1,1,1,0,1,1
190521,1,1,0,1,1,1,0,1,1
190530,1,1,1,1,1,1,0,1,1
190549,1,1,1,1,1,1,0,1,1
190558,1,1,1,1,1,1,0,1,1
190567,1,1,1,1,1,1,0,1,1
190576,0,1,0,1,1,1,0,1,2
190585,1,0,0,1,1,1,0,1,1
190594,1,1,1,1,1,1,0,1,1
190600,1,1,0,1,1,1,0,1,1
190619,1,0,0,1,1,1,0,1,1
190628,0,1,0,1,1,1,0,1,2
190637,1,1,1,1,1,1,0,1,1
190646,1,1,1,1,1,1,0,1,1
190655,1,1,1,1,1,1,0,1,1
190664,1,1,1,1,1,1,0,1,1
190673,1,1,0,1,1,1,0,1,1
190682,0,0,0,1,1,1,0,1,2
190691,1,1,1,1,1,1,0,1,1
190707,0,0,-2,1,0,1,1,1,-2
190716,1,1,0,1,1,1,0,1,1
190725,1,1,1,1,1,1,1,1,1
190752,0,0,0,1,0,1,0,1,2
190761,1,1,1,1,1,1,0,1,1
190840,1,1,0,1,1,1,0,1,1
190956,1,1,0,1,1,1,0,1,2
190974,0,1,0,1,1,1,0,1,2
190983,1,1,1,1,1,1,0,1,1
191083,1,1,0,1,1,1,0,1,1
191126,1,1,0,1,1,1,0,1,1
191199,1,1,0,1,1,1,0,1,1
191205,1,1,1,1,1,1,0,1,1
191241,0,1,1,1,1,1,0,1,1
191287,0,0,-2,1,1,1,0,1,-2
191302,1,1,0,1,1,1,0,1,1
191311,0,0,-2,1,1,1,0,0,-2
191320,0,0,0,1,1,1,0,0,2
191339,1,1,0,1,1,1,0,1,1
191515,0,1,0,1,1,1,0,1,1
191533,0,1,1,1,0,1,0,1,1
191597,0,1,0,1,0,1,0,1,2
191612,1,1,1,1,1,1,0,1,1
191621,1,1,0,1,1,1,0,1,1
191630,0,1,1,1,1,1,0,1,1
191649,1,1,1,1,1,1,1,1,1
191676,1,1,1,1,1,1,0,1,1
191719,1,1,0,1,1,1,0,1,1
191728,0,0,-2,1,1,0,0,1,-2
191931,1,1,1,1,1,1,0,1,1
191940,0,1,-2,1,0,1,0,1,-2
191959,0,0,0,1,1,1,1,0,2
191968,1,1,1,1,1,1,0,1,1
191986,1,1,0,1,1,1,0,1,1
192004,1,1,0,1,1,0,0,0,2
192022,1,1,0,1,1,1,0,1,1
192040,0,1,0,1,1,1,0,1,2
192110,0,0,0,1,1,1,0,1,2
192165,0,0,0,1,0,0,0,0,2
192192,1,1,1,1,1,1,0,1,1
192271,1,1,0,1,1,1,0,1,2
192323,1,1,1,1,1,1,0,1,1
192448,1,1,1,1,1,1,0,1,1
192484,0,0,-2,0,0,1,0,1,-2
192509,0,1,0,1,1,1,0,1,2
192624,0,0,0,1,0,1,0,1,2
192688,1,1,0,1,1,1,0,1,2
192703,1,1,1,1,1,1,0,1,1
192712,0,0,0,1,1,1,0,1,2
192749,1,1,1,1,1,1,0,1,1
192785,1,1,0,1,1,1,0,1,2
192800,0,1,-2,1,1,1,0,1,-2
192819,1,1,1,1,1,1,0,1,1
192864,1,1,0,1,1,1,0,1,2
192925,1,1,1,1,1,1,0,1,1
192961,0,1,0,1,1,1,0,1,2
192970,0,0,-2,1,1,1,0,0,-2
193016,1,1,1,1,1,1,0,1,1
193052,1,1,0,1,1,1,0,1,2
193061,0,0,0,1,0,1,0,1,2
193070,0,0,0,0,0,1,0,0,2
193122,0,0,-2,1,0,0,0,1,-2
193186,0,0,-2,1,1,0,0,1,-2
193201,1,1,0,1,1,1,0,1,2
193247,1,1,0,1,0,1,0,1,2
193265,0,0,-2,1,0,0,0,0,-2
193283,1,1,0,1,1,1,0,1,1
193292,1,1,1,1,1,1,0,1,1
193308,1,1,1,1,1,1,0,1,1
193326,1,1,0,1,1,1,0,1,1
193353,1,1,1,1,1,1,0,1,1
193380,0,1,0,1,0,0,0,1,2
193399,1,1,1,1,1,1,0,1,1
193405,0,0,0,1,1,1,0,1,2
193478,1,1,0,1,1,1,0,1,1
193584,1,1,1,1,1,1,0,1,1
193609,0,0,-2,1,0,1,0,0,-2
193654,1,1,0,1,1,1,0,1,2
193672,0,0,-2,1,0,1,0,0,-2
193751,0,0,0,1,1,1,0,1,2
193821,0,0,0,1,1,1,0,0,2
193830,0,0,0,1,1,1,0,1,2
193858,0,0,0,1,0,1,0,1,2
193894,0,0,0,1,0,0,0,1,2
193900,1,1,1,1,1,1,0,1,1
193946,1,1,0,1,1,1,0,0,1
193973,1,1,1,1,1,1,0,1,1
193991,0,0,-2,1,1,0,0,1,-2
194028,1,1,0,1,1,0,0,1,1
194073,0,0,0,1,0,1,0,1,2
194091,1,1,1,1,1,1,0,1,1
194116,1,1,0,1,1,1,0,1,2
194161,1,1,1,0,1,1,0,1,1
194189,0,0,0,1,0,1,0,1,2
194222,1,1,0,1,1,1,0,1,1
194240,1,1,0,1,1,1,0,1,1
194259,0,0,-2,1,1,0,0,1,-2
194310,1,1,1,1,1,1,0,1,1
194392,1,1,0,1,1,1,0,1,1
194435,0,0,-2,0,0,1,0,1,-2
194499,0,0,0,1,1,1,0,1,2
194569,1,1,0,1,1,1,0,1,2
194578,1,1,1,1,1,1,0,1,1
194657,0,0,0,1,0,1,0,1,2
194666,0,0,0,1,0,0,0,0,2
194693,0,0,0,1,0,1,0,1,2
194718,0,0,0,1,0,1,0,1,2
194736,0,0,0,1,0,1,0,1,2
194763,0,0,0,1,0,1,0,1,2
194824,1,1,0,1,1,1,0,1,1
194958,1,1,1,1,1,1,0,1,1
195003,1,1,1,1,1,1,0,1,1
195030,0,1,1,1,1,1,0,1,1
195049,0,0,0,1,0,1,0,0,2
195058,1,1,1,1,1,1,0,1,1
195067,0,0,-2,1,1,0,0,1,-2
195128,1,1,1,1,1,1,0,1,1
195155,0,0,0,1,0,1,0,1,2
195164,1,1,1,1,1,1,0,1,1
195173,1,1,1,1,1,1,0,1,1
195191,1,1,0,1,1,1,0,1,2
195216,1,1,1,1,1,1,0,1,1
195234,1,1,1,1,1,1,0,1,1
195243,1,1,1,1,1,1,0,1,1
195289,0,1,0,1,1,1,0,1,2
195304,0,1,1,1,1,1,0,1,1
195322,1,1,0,1,1,1,0,1,1
195438,0,0,0,1,0,1,0,1,2
195474,1,1,1,1,1,1,0,1,1
195526,1,1,1,1,1,1,0,1,1
195544,1,1,1,1,1,1,0,1,1
195580,0,0,0,1,0,1,0,0,2
195702,1,1,0,1,1,1,0,1,2
195720,1,1,1,1,1,1,0,1,1
195784,0,0,0,1,1,1,0,1,2
195809,1,1,1,1,1,1,0,1,1
195827,-2,-2,-2,-2,-2,-2,-2,-2,-2
195988,1,1,0,1,1,1,0,1,1
196006,1,1,0,1,1,1,0,1,1
196015,1,1,0,1,1,1,1,1,1
196024,1,1,0,1,1,1,0,1,1
196033,1,1,0,1,1,1,0,1,1
196042,1,1,0,1,1,1,0,1,1
196051,1,1,0,1,1,1,0,1,1
196060,1,1,1,1,1,1,0,1,1
196079,1,1,1,1,1,1,0,1,1
196088,1,1,1,1,1,1,0,1,1
196097,1,1,1,1,1,1,0,1,1
196103,1,1,0,1,1,1,0,1,1
196112,1,1,0,1,1,1,0,1,1
196121,1,1,1,1,1,1,0,1,1
196130,1,1,1,1,1,1,0,1,1
196149,1,1,1,1,1,1,0,1,1
196158,1,1,1,1,1,1,0,1,1
196167,1,1,1,1,1,1,0,1,1
196176,1,1,1,1,1,1,0,1,1
196185,1,1,1,1,1,1,0,1,1
196194,1,1,1,1,1,1,0,1,1
196200,1,1,1,1,1,1,0,1,1
196219,1,1,0,1,1,1,0,1,1
196228,0,0,0,1,1,1,0,0,2
196237,1,1,1,1,1,1,0,1,1
196246,1,1,1,1,1,1,0,1,1
196255,1,1,0,1,1,1,0,1,2
196264,1,1,1,1,0,0,0,1,2
196291,0,1,0,1,1,1,0,1,1
196307,0,1,0,1,1,1,0,1,2
196389,0,0,0,1,1,1,0,1,2
196413,1,1,1,1,1,1,0,1,1
196431,0,0,0,1,0,1,0,1,2
196440,0,0,0,1,0,1,0,1,2
196468,0,0,1,1,1,1,0,1,2
196565,1,1,0,1,1,1,0,1,1
196583,0,0,0,1,0,1,0,1,2
196592,1,1,1,1,1,1,0,1,2
196653,1,1,0,1,1,1,0,1,2
196680,1,1,0,1,0,0,0,1,2
196699,1,1,0,1,1,1,0,1,1
196866,0,1,1,1,1,1,0,1,1
196884,0,0,0,1,0,1,0,1,2
197018,0,0,0,0,0,0,0,1,2
197027,0,1,0,1,1,1,0,0,1
197036,0,1,0,1,0,1,0,0,1
197045,1,1,1,1,1,1,0,1,1
197133,0,1,1,1,1,1,0,1,1
197142,1,1,0,1,0,1,0,1,1
197151,1,1,1,1,1,1,0,1,2
197197,1,1,1,1,1,1,0,1,1
197221,0,0,0,1,1,1,0,0,2
197230,1,1,1,1,1,1,0,1,1
197285,1,1,0,1,1,1,0,1,2
197294,1,1,0,1,1,1,0,1,1
197337,0,0,-2,1,0,0,0,1,-2
197531,0,0,-2,1,0,1,0,1,-2
197601,0,0,0,1,0,1,0,1,2
197647,0,0,0,1,0,1,0,1,2
197674,0,0,0,1,0,0,0,0,2
197692,0,0,0,1,1,0,0,1,2
197708,1,1,1,1,1,1,0,1,1
197735,0,0,0,1,0,1,0,1,2
197744,0,0,0,1,0,1,0,1,2
197814,1,1,0,1,1,1,0,1,2
197850,1,1,0,1,1,1,0,1,2
197869,1,1,1,1,1,1,1,0,1
197887,1,1,1,1,1,1,0,1,2
197911,1,1,1,1,1,1,0,1,1
197966,1,1,0,1,1,1,0,1,2
197984,1,1,1,1,1,1,1,1,1
197993,1,1,1,1,1,1,0,1,2
198011,1,1,0,1,0,1,0,1,2
198039,1,1,1,1,1,1,0,1,2
198066,1,1,1,1,1,1,0,1,1
198084,1,1,0,1,0,1,0,1,1
198109,1,1,0,1,0,1,0,1,2
198118,1,1,0,1,1,1,0,1,1
198136,1,1,1,1,1,1,0,1,1
198154,1,1,0,1,1,1,0,1,1
198190,0,0,-2,1,0,1,0,1,-2
198206,1,1,0,1,1,1,0,1,2
198215,1,1,1,1,1,1,0,1,1
198233,1,1,0,1,1,1,0,1,1
198251,1,1,0,1,1,1,0,1,1
198260,1,1,1,1,1,1,0,1,2
198303,1,1,1,1,1,1,0,1,1
198321,1,1,0,1,1,1,0,1,1
198330,1,1,0,1,1,1,0,1,2
198367,1,1,0,1,1,1,0,1,2
198376,1,1,0,1,1,1,0,0,1
198385,0,1,0,1,0,1,0,1,1
198419,0,1,1,1,1,1,0,0,1
198455,1,1,0,1,1,1,0,1,2
198464,1,1,1,1,1,1,1,1,1
198491,1,1,0,1,1,1,0,1,2
198507,1,1,1,1,1,1,0,1,1
198516,1,1,1,1,1,1,0,1,1
198534,1,1,0,1,1,1,0,1,1
198543,1,1,1,1,1,1,1,1,1
198552,1,1,0,1,1,1,0,1,2
198561,1,1,1,1,1,1,0,1,1
198570,1,1,0,1,1,1,0,0,2
198598,1,1,1,1,1,1,0,1,1
198613,1,1,1,1,1,1,1,1,1
198622,1,1,0,1,1,1,0,1,1
198640,1,1,1,1,1,1,0,1,2
198668,1,1,0,1,1,1,0,1,2
198677,1,0,0,1,1,0,0,1,2
198695,1,1,1,1,1,1,0,1,1
198710,1,1,0,1,1,1,0,1,2
198729,1,1,0,1,1,1,0,0,2
198756,1,1,0,1,1,1,0,1,1
198774,1,1,0,1,1,1,0,1,1
198808,1,1,1,1,1,1,0,1,1
198817,1,1,1,1,1,1,0,1,1
198835,1,1,1,1,1,1,0,1,1
198844,0,0,-2,1,1,1,0,1,-2
198862,1,1,1,1,1,1,0,1,1
198871,1,1,0,1,1,1,1,1,1
198899,1,1,1,1,1,1,0,1,1
198905,1,1,0,1,1,1,0,0,2
198914,1,1,0,1,1,1,0,1,2
198923,1,1,0,1,1,1,0,1,2
198950,1,1,1,1,1,1,0,0,1
198969,1,1,1,1,1,1,0,1,1
198978,0,0,0,1,1,1,1,1,2
198987,1,1,0,1,1,1,0,1,2
199005,0,0,-2,0,0,0,0,1,-2
199023,1,1,0,1,1,1,0,1,2
199032,1,1,1,1,1,1,0,1,1
199069,1,1,1,1,1,1,0,1,1
199078,0,0,-2,1,0,1,1,1,-2
199087,1,1,0,1,1,1,0,1,2
199102,1,1,1,1,1,1,1,0,1
199111,1,1,1,1,1,1,1,1,1
199120,1,1,1,1,1,1,1,1,1
199139,1,1,1,1,1,1,1,1,1
199148,1,1,1,1,1,1,1,0,1
199157,1,1,1,1,1,1,1,0,1
199175,-2,-2,-2,-2,-2,-2,-2,-2,-2
199184,1,1,0,1,1,1,1,0,2
199193,1,1,1,1,1,1,1,1,1
199209,1,1,1,1,1,1,0,1,1
199218,1,1,1,1,1,1,1,1,1
199263,1,1,0,1,1,1,0,1,2
199272,1,1,1,1,1,1,0,1,1
199281,1,1,1,1,1,1,0,1,1
199306,1,1,1,1,1,1,0,1,1
199324,1,1,0,1,1,1,0,1,2
199333,1,1,0,1,1,1,0,1,1
199412,1,1,1,1,1,1,0,1,1
199421,1,1,0,1,1,1,0,1,2
199449,1,1,0,1,1,1,0,1,2
199458,1,1,1,1,1,1,0,1,1
199467,1,1,0,1,1,1,0,1,2
199476,1,1,0,1,1,1,0,0,2
199485,1,1,0,1,1,1,0,1,1
199494,1,1,1,1,1,1,0,1,2
199582,0,1,1,1,1,1,0,1,1
199607,1,1,1,1,1,1,0,1,1
199625,1,1,0,1,0,1,0,0,2
199634,1,1,0,1,1,1,0,0,1
199643,1,1,1,1,1,1,0,1,1
199689,0,0,-2,1,0,1,1,1,-2
199698,1,1,1,1,1,1,0,1,1
199722,1,1,0,1,1,1,0,1,1
199731,1,1,0,1,1,1,0,1,2
199740,1,1,0,1,1,1,0,1,2
199759,1,1,0,1,1,1,0,1,2
199768,1,1,0,1,1,1,0,1,1
199786,1,1,1,1,1,1,0,1,2
199795,1,1,0,1,1,1,0,0,2
199838,1,1,0,1,1,1,0,1,1
199847,1,1,1,1,1,1,0,1,1
199856,1,1,0,1,1,1,0,1,1
199865,1,1,0,1,1,1,0,1,1
199883,0,1,-2,1,1,0,0,0,-2
199892,1,1,1,1,1,1,0,1,2
199908,1,1,0,1,1,1,0,1,2
199926,1,1,0,1,1,1,0,1,2
199953,1,1,0,1,1,1,0,0,2
199962,1,1,1,1,1,1,0,1,1
199971,0,0,0,1,0,1,0,1,1
199980,0,0,-2,1,0,0,1,1,-2
199999,1,1,1,1,1,1,1,1,1
200004,1,1,1,1,1,1,0,1,1
200013,1,1,0,1,1,0,0,1,2
200022,1,1,0,1,1,1,0,0,1
200059,1,1,1,1,1,1,0,0,1
200086,1,0,1,1,0,1,0,1,2
200110,0,0,-2,1,0,0,0,1,-2
200156,1,1,1,1,1,1,0,1,1
200192,1,1,0,1,1,1,0,1,1
200208,1,0,0,1,0,1,0,0,2
200217,1,1,1,1,1,1,0,1,1
200226,1,1,1,1,1,1,0,1,1
200253,1,1,1,1,1,1,0,1,1
200280,1,1,1,1,1,1,0,0,1
200305,1,1,0,1,1,1,0,1,1
200314,1,1,0,1,1,1,0,1,1
200332,1,1,1,1,1,1,0,1,1
200341,1,1,0,1,1,1,0,1,1
200466,1,0,1,1,1,1,0,0,2
200484,1,1,1,1,1,1,0,1,1
200527,1,0,1,1,1,1,0,1,1
200554,1,1,1,1,1,1,0,1,1
200572,1,1,1,1,1,1,0,1,1
200590,0,1,0,1,1,1,0,1,2
200697,0,0,0,0,0,1,0,0,2
200785,1,1,0,1,1,1,0,1,2
200800,1,1,1,1,1,1,1,1,1
200846,1,1,0,1,1,1,0,1,2
200873,1,1,0,1,1,1,0,1,2
201034,1,1,-2,1,1,0,0,1,-2
201061,1,1,0,1,1,1,1,1,2
201098,0,0,-2,1,1,0,0,1,-2
201104,1,1,1,1,1,1,0,1,1
201131,0,0,-2,1,1,1,0,1,-2
201140,0,0,0,1,0,1,0,0,2
201159,0,0,-2,1,1,0,0,1,-2
201177,1,1,0,1,1,1,0,1,2
201195,1,1,1,1,1,1,0,1,1
201283,1,1,0,1,1,1,0,1,2
201371,1,1,1,1,1,1,0,1,1
201432,1,1,0,1,1,1,0,0,2
201441,1,1,1,1,1,1,1,1,1
201469,1,1,0,1,1,1,0,1,1
201478,0,0,-2,1,1,0,0,1,-2
201496,0,0,-2,1,0,0,0,1,-2
201539,0,0,-2,1,0,1,0,1,-2
201548,1,1,1,1,1,1,0,1,1
201645,0,1,1,1,1,1,0,1,1
201654,1,1,1,1,1,1,0,1,1
201672,1,1,0,1,1,1,0,1,2
201681,0,0,-2,1,1,1,0,0,-2
201690,1,1,1,1,0,1,0,1,1
201751,1,1,0,1,0,1,0,1,2
201803,0,0,-2,1,1,1,0,1,-2
201821,1,1,0,1,0,1,0,1,2
201867,1,1,0,1,1,1,0,1,2
201885,1,1,1,1,1,1,1,1,1
201928,1,1,0,1,1,1,0,1,1
201946,1,1,0,1,1,1,1,1,1
201955,1,1,0,1,1,1,1,1,2
201964,1,1,1,1,1,1,0,1,1
201973,1,1,0,1,1,1,0,1,1
201982,-1,-1,-2,-1,-1,-1,-1,-1,-1
202046,1,1,0,1,1,1,0,1,2
202073,1,1,0,1,1,1,0,1,2
202134,1,1,1,1,1,1,1,1,1
202152,0,0,-2,1,0,1,0,1,-2
202170,1,1,0,1,1,1,0,1,2
202222,1,1,0,1,1,1,0,1,1
202356,1,1,0,1,1,1,0,1,1
202435,0,0,0,1,0,0,0,1,2
202453,0,0,-2,1,1,1,0,1,-2
202480,0,1,1,1,1,1,0,0,1
202514,1,1,1,1,1,1,0,1,1
202523,1,1,0,1,0,1,0,1,1
202648,1,1,1,1,1,1,0,1,1
202657,0,0,-2,1,1,0,0,1,-2
202763,1,1,1,1,1,1,0,1,1
202806,1,1,1,1,1,1,0,1,2
202888,0,0,-2,1,1,0,0,1,-2
202903,1,1,1,1,1,1,0,1,2
202912,1,1,0,1,1,1,0,1,2
202949,0,0,-2,1,0,0,0,0,-2
202985,0,0,-2,1,0,1,0,1,-2
203030,0,1,-2,1,1,1,0,1,-2
203067,0,0,1,1,1,1,0,1,2
203085,1,1,1,1,1,1,0,1,1
203128,1,1,1,1,1,1,0,1,1
203146,0,0,-2,0,0,1,0,1,-2
203155,1,1,0,1,1,1,0,1,1
203234,0,0,-2,0,0,0,0,1,-2
203289,0,0,0,1,1,1,0,1,2
203331,1,1,0,1,0,1,1,1,2
203368,1,1,1,1,1,1,0,1,1
203386,0,0,0,1,1,0,0,1,2
203438,0,0,-2,1,0,0,0,1,-2
203447,1,1,0,1,1,1,1,1,2
203456,1,1,0,1,1,1,1,1,2
203465,1,1,1,1,1,1,1,1,2
203474,1,1,0,1,1,1,1,1,2
203483,1,1,1,1,1,1,1,1,1
203492,1,1,1,1,1,1,1,1,2
203517,1,1,1,1,1,1,1,1,1
203526,1,1,1,1,1,1,1,1,2
203535,1,1,0,1,1,1,0,1,1
203544,1,1,0,1,1,1,0,0,2
203580,1,1,1,1,1,1,0,1,1
203599,1,1,0,1,1,1,0,1,1
203614,1,1,-2,1,1,1,0,1,-2
